Component,Arxiu,Linia,ID,Classes CSS,Num Fills,Nivell de Sospita (Basura?)
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,78,,flex-1 overflow-y-auto p-8 custom-scrollbar,1,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,79,,max-w-4xl mx-auto space-y-10,1,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,86,,flex items-center gap-3 px-2,2,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,87,,w-1.5 h-6 bg-secondary rounded-[28px],0,DIV Buit (Sense contingut)
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,91,,grid grid-cols-1 md:grid-cols-2 gap-3,1,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,103,,flex items-center gap-4,2,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,104,,[Expressió Dinàmica],1,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,110,,text-left,2,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,115,,[Expressió Dinàmica],1,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,36,,nexus-container,4,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,38,,nexus-header,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,39,,nexus-header-content,3,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,43,,nexus-title-group,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,47,,nexus-status-pill,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,68,,nexus-main-content,4,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,70,,nexus-dashboard fade-in,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,74,,nexus-stats-grid,3,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,75,,nexus-stat,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,79,,nexus-stat,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,83,,nexus-stat warning,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,90,,nexus-directives-grid,3,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,111,,nexus-lab fade-in,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,112,,lab-controls,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,119,,lab-preview-grid,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,120,,[Expressió Dinàmica],5,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,122,,preview-avatar,0,DIV Buit (Sense contingut)
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,123,,preview-line,0,DIV Buit (Sense contingut)
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,124,,preview-line short,0,DIV Buit (Sense contingut)
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,141,,nexus-ia fade-in,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,146,,bategat-indicator,1,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,148,,iaia-input-group,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,176,,pregoner-result fade-in,1,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,186,,nexus-solatge fade-in,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,188,,console-header,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,192,,console-body,5,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,193,,line,1,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,194,,line,1,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,195,,line,1,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,196,,line,1,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,197,,line cursor,2,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,201,,solatge-widgets mt-6,1,
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,202,,widget-row,2,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,33,,portal-loading,1,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,36,,playground-portal,3,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,37,,portal-header,5,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,44,,ai-notice-simple,1,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,45,,ai-notice-text,1,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,49,,portal-actions,1,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,57,,persona-list-container,1,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,59,,persona-list-item,3,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,60,,persona-list-avatar,1,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,64,,persona-list-placeholder,1,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,70,,persona-list-content,2,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,71,,persona-list-header,2,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,77,,persona-list-bottom,1,
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,84,,persona-list-action,1,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,32,,session-chronicle-container animate-in,3,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,33,,session-header,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,37,,header-titles,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,39,,session-meta,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,46,,session-main,3,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,60,,hud-header,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,65,,stats-grid,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,66,,stat-card human,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,67,,stat-icon,1,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,68,,stat-content,3,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,75,,stat-card ai,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,76,,stat-icon,1,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,77,,stat-content,3,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,85,,savings-banner,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,86,,savings-content,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,88,,,2,Contenidor simple sense classes/id
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,93,,efficiency-badge,3,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,99,,share-actions,1,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,81,,solatge-container bg-black h-full text-white animate-bategat,9,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,84,,solatge-header h-20 flex items-center gap-4 px-6 bg-black border-b border-gray-900 sticky top-0 z-30,3,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,92,,brand flex-1,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,94,,,2,Contenidor simple sense classes/id
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,99,,[Expressió Dinàmica],2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,106,,solatge-grid,5,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,107,,metric-card glass-ia,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,109,,data,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,114,,metric-card glass-ia,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,116,,data,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,121,,metric-card glass-ia,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,123,,data,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,128,,metric-card glass-ia,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,130,,data,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,135,,metric-card glass-ia,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,137,,data,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,145,,command-center,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,146,,console-panel,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,147,,panel-header,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,151,,logs,1,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,153,,log-entry,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,161,,actions-panel,8,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,162,,action-wrapper,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,178,,action-wrapper,1,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,189,,action-wrapper,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,221,,action-wrapper,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,237,,drawer-divider,0,DIV Buit (Sense contingut)
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,240,,dev-tools-panel,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,241,,panel-label,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,245,,tools-grid,3,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,271,,visual-democracy-panel,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,272,,panel-label,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,276,,democracy-switcher,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,306,,node-info,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,310,,version-tag,1,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,22,,flex-1 bg-theme-base p-6 md:p-12 overflow-y-auto custom-scrollbar,2,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,23,,mb-16 relative,2,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,24,,absolute -top-10 -left-10 w-64 h-64 bg-orange-500/10 blur-[120px] rounded-[28px] pointer-events-none,0,DIV Buit (Sense contingut)
Utilitats.jsx,src/pages/admin/Utilitats.jsx,26,,flex items-center gap-6 mb-4 relative z-10,2,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,27,,w-16 h-16 bg-theme-panel border border-white/10 genesis-radius flex items-center justify-center backdrop-blur-xl shadow-2xl,1,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,30,,,2,Contenidor simple sense classes/id
Utilitats.jsx,src/pages/admin/Utilitats.jsx,41,,grid grid-cols-1 md:grid-cols-2 lg:grid-cols-3 gap-8 relative z-10,3,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,43,,group bg-white/[0.03] border border-white/10 rounded-[28px] p-8 cursor-pointer hover:bg-white/[0.06] hover:border-[#0ea5e9]/30 transition-all duration-500 relative overflow-hidden flex flex-col min-h-[320px] shadow-2xl backdrop-blur-md font-condensed,3,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,48,,absolute top-0 right-0 p-8 opacity-[0.03] group-hover:opacity-10 group-hover:scale-110 transition-all duration-700 pointer-events-none,1,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,52,,bg-gradient-to-br from-[#0ea5e9]/20 to-[#0ea5e9]/5 w-16 h-16 genesis-radius flex items-center justify-center mb-8 border border-[#0ea5e9]/20 shadow-inner,1,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,56,,mt-auto,3,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,65,,flex items-center text-[#0ea5e9] font-black text-xs gap-3 tracking-[0.2em] group-hover:gap-4 transition-all,2,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,75,,bg-white/[0.01] border border-white/[0.05] border-dashed rounded-[28px] p-8 flex flex-col items-center justify-center text-white/5 italic text-sm min-h-[320px] transition-all hover:bg-white/[0.02],2,
Utilitats.jsx,src/pages/admin/Utilitats.jsx,76,,w-12 h-12 rounded-[28px] border border-current flex items-center justify-center mb-4 opacity-30,1,
Register.jsx,src/pages/auth/Register.jsx,210,,flex flex-col md:flex-row w-full min-h-[100dvh] bg-theme-base relative overflow-hidden font-sans,4,
Register.jsx,src/pages/auth/Register.jsx,213,,hidden md:flex md:w-1/2 lg:w-[55%] bg-[var(--theme-accent-primary-faint)] relative flex-col items-center justify-center p-8 lg:p-12 border-r border-[var(--border-master)] overflow-hidden,5,
Register.jsx,src/pages/auth/Register.jsx,215,,absolute inset-0 z-0 opacity-10 pointer-events-none mix-blend-multiply dark:mix-blend-screen,0,DIV Buit (Sense contingut)
Register.jsx,src/pages/auth/Register.jsx,216,,relative z-10 w-full max-w-xl mb-12,1,
Register.jsx,src/pages/auth/Register.jsx,221,,relative z-10 w-full max-w-xl bg-theme-base/80 backdrop-blur-xl border border-[var(--theme-accent-primary-muted)] rounded-[32px] p-8 flex gap-8 items-start shadow-2xl hover:-translate-y-1 transition-transform,2,
Register.jsx,src/pages/auth/Register.jsx,222,,w-24 h-24 shrink-0 rounded-full bg-[var(--theme-accent-primary-faint)] flex items-center justify-center shadow-inner overflow-hidden border-4 border-white dark:border-gray-800,1,
Register.jsx,src/pages/auth/Register.jsx,225,,flex-1 pt-2,2,
Register.jsx,src/pages/auth/Register.jsx,239,,w-full md:w-1/2 lg:w-[45%] flex-1 flex flex-col relative overflow-y-auto custom-scrollbar pb-12 md:pb-0,3,
Register.jsx,src/pages/auth/Register.jsx,242,,absolute top-0 left-0 right-0 h-2 bg-gradient-to-r from-[var(--theme-accent-secondary)] to-[var(--theme-accent-primary)] opacity-80 md:hidden,0,DIV Buit (Sense contingut)
Register.jsx,src/pages/auth/Register.jsx,244,,w-full flex-1 flex flex-col px-6 md:px-12 lg:px-20 pt-6 md:pt-12 pb-8 animate-in-up max-w-md md:max-w-2xl mx-auto md:justify-center relative,18,
Register.jsx,src/pages/auth/Register.jsx,247,,flex justify-center gap-1.5 mb-8 bg-theme-panel md:bg-transparent border border-[var(--border-master)] md:border-none p-1.5 md:p-0 rounded-full z-20 mx-auto,1,
Register.jsx,src/pages/auth/Register.jsx,262,,flex flex-col items-center pt-2 pb-6 md:pb-12 md:hidden,3,
Register.jsx,src/pages/auth/Register.jsx,266,,w-full bg-[var(--theme-accent-primary-faint)] border border-[var(--theme-accent-primary-muted)] rounded-2xl p-5 flex gap-5 items-start shadow-sm mt-4,2,
Register.jsx,src/pages/auth/Register.jsx,267,,w-16 h-16 shrink-0 rounded-full bg-[var(--theme-accent-primary-faint)] flex items-center justify-center shadow-inner overflow-hidden border border-[var(--theme-accent-primary-muted)],1,
Register.jsx,src/pages/auth/Register.jsx,270,,flex-1 pt-1,2,
Register.jsx,src/pages/auth/Register.jsx,283,,auth-error shake,1,
Register.jsx,src/pages/auth/Register.jsx,287,,mb-6 bg-blue-500/10 border border-blue-500/20 rounded-2xl p-4 flex gap-4 items-start shadow-sm mx-1 animate-in-up,2,
Register.jsx,src/pages/auth/Register.jsx,288,,w-10 h-10 shrink-0 bg-blue-500/20 rounded-full flex items-center justify-center text-blue-500,1,
Register.jsx,src/pages/auth/Register.jsx,291,,flex-1 pt-0.5,3,
Register.jsx,src/pages/auth/Register.jsx,297,,mt-3,1,
Register.jsx,src/pages/auth/Register.jsx,308,,flex flex-col gap-6 animate-fade-in-right shrink-0 pb-8,2,
Register.jsx,src/pages/auth/Register.jsx,327,,relative flex items-center justify-center py-2,2,
Register.jsx,src/pages/auth/Register.jsx,328,,absolute inset-0 flex items-center,1,
Register.jsx,src/pages/auth/Register.jsx,329,,w-full border-t border-[var(--border-master)],0,DIV Buit (Sense contingut)
Register.jsx,src/pages/auth/Register.jsx,334,,space-y-3,2,
Register.jsx,src/pages/auth/Register.jsx,355,,pt-2,1,
Register.jsx,src/pages/auth/Register.jsx,376,,flex flex-col gap-6 animate-fade-in-right flex-1,2,
Register.jsx,src/pages/auth/Register.jsx,377,,space-y-3,2,
Register.jsx,src/pages/auth/Register.jsx,386,,flex items-center gap-4,2,
Register.jsx,src/pages/auth/Register.jsx,387,,w-12 h-12 bg-theme-base shadow-sm border border-[var(--border-master)] rounded-2xl flex items-center justify-center shrink-0,1,
Register.jsx,src/pages/auth/Register.jsx,390,,flex flex-col items-start,1,
Register.jsx,src/pages/auth/Register.jsx,396,,bg-[var(--hover-overlay)] p-3 rounded-2xl text-gray-400,1,
Register.jsx,src/pages/auth/Register.jsx,402,,pt-4 flex gap-3,2,
Register.jsx,src/pages/auth/Register.jsx,426,,space-y-3,2,
Register.jsx,src/pages/auth/Register.jsx,428,,relative flex items-center,2,
Register.jsx,src/pages/auth/Register.jsx,429,,absolute left-5 font-bold text-gray-400 select-none text-xl,1,
Register.jsx,src/pages/auth/Register.jsx,455,,pt-4 flex gap-3,2,
Register.jsx,src/pages/auth/Register.jsx,492,,space-y-4,2,
Register.jsx,src/pages/auth/Register.jsx,493,,text-center space-y-1 mb-4,2,
Register.jsx,src/pages/auth/Register.jsx,513,,mt-auto pt-6 space-y-4,2,
Register.jsx,src/pages/auth/Register.jsx,529,,text-center pt-4 pb-2 space-y-4,2,
Register.jsx,src/pages/auth/Register.jsx,542,,,1,Wrapper Innecessari (1 fill, sense classes)
Register.jsx,src/pages/auth/Register.jsx,554,,text-center py-12 space-y-6 animate-in-up flex-1 flex flex-col items-center justify-center,3,
Register.jsx,src/pages/auth/Register.jsx,555,,w-32 h-32 bg-green-500/20 rounded-full flex items-center justify-center mx-auto mb-6 shadow-inner animate-pulse-soft,1,
Register.jsx,src/pages/auth/Register.jsx,566,,mt-8,3,
Register.jsx,src/pages/auth/Register.jsx,567,,text-center text-xs text-gray-400 mb-6 font-medium leading-relaxed px-4,3,
Register.jsx,src/pages/auth/Register.jsx,573,,text-center text-lg bg-theme-panel rounded-2xl p-4 border border-[var(--border-master)],3,
Register.jsx,src/pages/auth/Register.jsx,580,,text-center mt-6 text-gray-300 font-bold text-[10px] uppercase tracking-widest,1,
AgentDirectory.jsx,src/pages/community/AgentDirectory.jsx,30,,search-discover-page min-h-screen bg-theme-base overflow-y-auto,3,
AgentDirectory.jsx,src/pages/community/AgentDirectory.jsx,43,,flex-1 w-full pt-4 pb-32 pb-safe animate-in fade-in slide-in-from-bottom-4 duration-500,1,
AgentDirectory.jsx,src/pages/community/AgentDirectory.jsx,46,,flex flex-col items-center justify-center py-12 text-center text-theme-muted font-bold text-lg,1,
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,64,,directory-page bg-theme-base min-h-screen,5,
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,71,,h-16 flex items-center px-4 bg-theme-base border-b border-theme-border sticky top-0 z-30 gap-4,3,
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,76,,flex-1 border-l border-theme-border/50 pl-4,2,
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,82,,px-4 py-4 bg-theme-base border-b border-theme-border,1,
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,83,,flex gap-2,2,
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,103,,flex-1 w-full pt-6,1,
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,106,,flex flex-col items-center justify-center p-12 opacity-50 bg-theme-panel/30 rounded-2xl border border-white/5 mx-auto max-w-sm mt-8,2,
Map.jsx,src/pages/community/Map.jsx,45,,flex flex-row items-center animate-bounce-slow hover:scale-110 transition-transform cursor-pointer relative -top-[40px] -left-[20px] pointer-events-auto w-max,2,
Map.jsx,src/pages/community/Map.jsx,71,,[Expressió Dinàmica],1,
Map.jsx,src/pages/community/Map.jsx,80,,[Expressió Dinàmica],1,
Map.jsx,src/pages/community/Map.jsx,85,,[Expressió Dinàmica],1,
Map.jsx,src/pages/community/Map.jsx,132,,absolute bottom-6 right-6 flex flex-col gap-3 z-[10],4,
Map.jsx,src/pages/community/Map.jsx,135,,flex flex-col gap-2 mb-2 bg-theme-panel rounded-[24px] p-2 shadow-[0_10px_40px_rgba(0;0;0;0.6)],3,
Map.jsx,src/pages/community/Map.jsx,144,,h-[1px] w-full bg-border-master opacity-30,0,DIV Buit (Sense contingut)
Map.jsx,src/pages/community/Map.jsx,281,,flex flex-col w-full,1,
Map.jsx,src/pages/community/Map.jsx,293,,map-content-area w-full max-w-[1600px] mx-auto p-0 md:p-8,1,
Map.jsx,src/pages/community/Map.jsx,294,,[Expressió Dinàmica],8,
Map.jsx,src/pages/community/Map.jsx,298,,absolute inset-0 z-0 map-container-custom,1,
Map.jsx,src/pages/community/Map.jsx,351,,text-center min-w-[140px] p-3 cursor-pointer bg-theme-panel rounded-[20px] transition-transform active:scale-95 shadow-xl border border-border-master,2,
Map.jsx,src/pages/community/Map.jsx,367,,w-full h-full flex flex-col items-center justify-center bg-theme-panel p-8 text-center decoration-none relative overflow-hidden,5,
Map.jsx,src/pages/community/Map.jsx,368,,absolute inset-0 bg-[radial-gradient(circle_at_center;rgba(249;115;22;0.05)_0%;transparent_70%)],0,DIV Buit (Sense contingut)
Map.jsx,src/pages/community/Map.jsx,374,,bg-theme-base p-5 rounded-[24px] shadow-[0_10px_40px_rgba(0;0;0;0.8)] border border-border-master w-full max-w-sm z-10 group transition-all,2,
Map.jsx,src/pages/community/Map.jsx,385,,absolute top-6 left-1/2 transform -translate-x-1/2 bg-[#F97316] text-white font-black px-6 py-3 rounded-[20px] shadow-[0_10px_40px_rgba(249;115;22;0.4)] z-[20] animate-pulse tracking-wide text-sm whitespace-nowrap border-none,1,
Map.jsx,src/pages/community/Map.jsx,391,,absolute top-6 left-6 flex gap-2 overflow-x-auto max-w-[calc(100%-80px)] pr-6 no-scrollbar z-[10] p-1 items-center,2,
Map.jsx,src/pages/community/Map.jsx,417,,fixed inset-0 z-[100] flex flex-col justify-end pointer-events-none p-4 md:p-8,2,
Map.jsx,src/pages/community/Map.jsx,418,,absolute inset-0 bg-black/40 backdrop-blur-sm pointer-events-auto,0,DIV Buit (Sense contingut)
Map.jsx,src/pages/community/Map.jsx,419,,relative bg-theme-panel w-full max-w-md mx-auto rounded-[32px] p-6 shadow-[0_20px_60px_rgba(0;0;0;0.6)] pointer-events-auto flex flex-col animate-slide-up-custom border border-border-master max-h-[80vh],3,
Map.jsx,src/pages/community/Map.jsx,420,,flex justify-between items-center mb-6,2,
Map.jsx,src/pages/community/Map.jsx,429,,flex-1 overflow-y-auto custom-scrollbar pb-4 space-y-2 pr-2,2,
Map.jsx,src/pages/community/Map.jsx,430,,flex gap-2 mb-4,2,
Map.jsx,src/pages/community/Map.jsx,457,,flex items-center gap-3,2,
Map.jsx,src/pages/community/Map.jsx,458,,[Expressió Dinàmica],1,
Map.jsx,src/pages/community/Map.jsx,465,,[Expressió Dinàmica],1,
