Component,Arxiu,Linia,Patró Estructural,Sospitós?,Num Fills,Classes CSS
Utilitats.jsx,src/pages/admin/Utilitats.jsx,41,Contenidor Mixt,No,3,grid grid-cols-1 md:grid-cols-2 lg:grid-cols-3 gap-8 relative z-10
Utilitats.jsx,src/pages/admin/Utilitats.jsx,43,Contenidor Mixt,No,3,group bg-white/[0.03] border border-white/10 rounded-[28px] p-8 cursor-pointer hover:bg-white/[0.06] hover:border-[#0ea5e9]/30 transition-all duration-500 relative overflow-hidden flex flex-col min-h-[320px] shadow-2xl backdrop-blur-md font-condensed
Utilitats.jsx,src/pages/admin/Utilitats.jsx,48,BUIT (Possible Basura),No,0,absolute top-0 right-0 p-8 opacity-[0.03] group-hover:opacity-10 group-hover:scale-110 transition-all duration-700 pointer-events-none
Utilitats.jsx,src/pages/admin/Utilitats.jsx,52,BUIT (Possible Basura),No,0,bg-gradient-to-br from-[#0ea5e9]/20 to-[#0ea5e9]/5 w-16 h-16 genesis-radius flex items-center justify-center mb-8 border border-[#0ea5e9]/20 shadow-inner
Utilitats.jsx,src/pages/admin/Utilitats.jsx,56,Contenidor Mixt,No,3,mt-auto
Utilitats.jsx,src/pages/admin/Utilitats.jsx,65,Contenidor Mixt,No,2,flex items-center text-[#0ea5e9] font-black text-xs gap-3 tracking-[0.2em] group-hover:gap-4 transition-all
Utilitats.jsx,src/pages/admin/Utilitats.jsx,75,Contenidor Mixt,No,2,bg-white/[0.01] border border-white/[0.05] border-dashed rounded-[28px] p-8 flex flex-col items-center justify-center text-white/5 italic text-sm min-h-[320px] transition-all hover:bg-white/[0.02]
Utilitats.jsx,src/pages/admin/Utilitats.jsx,76,Contenidor de Text Pura,No,1,w-12 h-12 rounded-[28px] border border-current flex items-center justify-center mb-4 opacity-30
Register.jsx,src/pages/auth/Register.jsx,210,Contenidor Mixt,No,4,flex flex-col md:flex-row w-full min-h-[100dvh] bg-theme-base relative overflow-hidden font-sans
Register.jsx,src/pages/auth/Register.jsx,213,Contenidor Mixt,No,5,hidden md:flex md:w-1/2 lg:w-[55%] bg-[var(--theme-accent-primary-faint)] relative flex-col items-center justify-center p-8 lg:p-12 border-r border-[var(--border-master)] overflow-hidden
Register.jsx,src/pages/auth/Register.jsx,215,BUIT (Possible Basura),No,0,absolute inset-0 z-0 opacity-10 pointer-events-none mix-blend-multiply dark:mix-blend-screen
Register.jsx,src/pages/auth/Register.jsx,216,Wrapper de Component (<BrandLogo>),No,1,relative z-10 w-full max-w-xl mb-12
Register.jsx,src/pages/auth/Register.jsx,221,Contenidor Mixt,No,2,relative z-10 w-full max-w-xl bg-theme-base/80 backdrop-blur-xl border border-[var(--theme-accent-primary-muted)] rounded-[32px] p-8 flex gap-8 items-start shadow-2xl hover:-translate-y-1 transition-transform
Register.jsx,src/pages/auth/Register.jsx,222,Contenidor d'Icona (<img>),No,1,w-24 h-24 shrink-0 rounded-full bg-[var(--theme-accent-primary-faint)] flex items-center justify-center shadow-inner overflow-hidden border-4 border-white dark:border-gray-800
Register.jsx,src/pages/auth/Register.jsx,225,Contenidor Mixt,No,2,flex-1 pt-2
Register.jsx,src/pages/auth/Register.jsx,239,Contenidor Mixt,No,3,w-full md:w-1/2 lg:w-[45%] flex-1 flex flex-col relative overflow-y-auto custom-scrollbar pb-12 md:pb-0
Register.jsx,src/pages/auth/Register.jsx,242,BUIT (Possible Basura),No,0,absolute top-0 left-0 right-0 h-2 bg-gradient-to-r from-[var(--theme-accent-secondary)] to-[var(--theme-accent-primary)] opacity-80 md:hidden
Register.jsx,src/pages/auth/Register.jsx,244,Contenidor Mixt,No,18,w-full flex-1 flex flex-col px-6 md:px-12 lg:px-20 pt-6 md:pt-12 pb-8 animate-in-up max-w-md md:max-w-2xl mx-auto md:justify-center relative
Register.jsx,src/pages/auth/Register.jsx,247,Wrapper d'Expressió {},No,1,flex justify-center gap-1.5 mb-8 bg-theme-panel md:bg-transparent border border-[var(--border-master)] md:border-none p-1.5 md:p-0 rounded-full z-20 mx-auto
Register.jsx,src/pages/auth/Register.jsx,262,Contenidor Mixt,No,3,flex flex-col items-center pt-2 pb-6 md:pb-12 md:hidden
Register.jsx,src/pages/auth/Register.jsx,266,Contenidor Mixt,No,2,w-full bg-[var(--theme-accent-primary-faint)] border border-[var(--theme-accent-primary-muted)] rounded-2xl p-5 flex gap-5 items-start shadow-sm mt-4
Register.jsx,src/pages/auth/Register.jsx,267,Contenidor d'Icona (<img>),No,1,w-16 h-16 shrink-0 rounded-full bg-[var(--theme-accent-primary-faint)] flex items-center justify-center shadow-inner overflow-hidden border border-[var(--theme-accent-primary-muted)]
Register.jsx,src/pages/auth/Register.jsx,270,Contenidor Mixt,No,2,flex-1 pt-1
Register.jsx,src/pages/auth/Register.jsx,283,Wrapper d'Expressió {},No,1,auth-error shake
Register.jsx,src/pages/auth/Register.jsx,287,Contenidor Mixt,No,2,mb-6 bg-blue-500/10 border border-blue-500/20 rounded-2xl p-4 flex gap-4 items-start shadow-sm mx-1 animate-in-up
Register.jsx,src/pages/auth/Register.jsx,288,Contenidor d'Icona (<svg>),No,1,w-10 h-10 shrink-0 bg-blue-500/20 rounded-full flex items-center justify-center text-blue-500
Register.jsx,src/pages/auth/Register.jsx,291,Contenidor Mixt,No,3,flex-1 pt-0.5
Register.jsx,src/pages/auth/Register.jsx,297,Wrapper de Component (<Link>),No,1,mt-3
Register.jsx,src/pages/auth/Register.jsx,308,Contenidor Mixt,No,2,flex flex-col gap-6 animate-fade-in-right shrink-0 pb-8
Register.jsx,src/pages/auth/Register.jsx,327,Contenidor Mixt,No,2,relative flex items-center justify-center py-2
Register.jsx,src/pages/auth/Register.jsx,328,Wrapper HTML (<div>),No,1,absolute inset-0 flex items-center
Register.jsx,src/pages/auth/Register.jsx,329,BUIT (Possible Basura),No,0,w-full border-t border-[var(--border-master)]
Register.jsx,src/pages/auth/Register.jsx,334,Contenidor Mixt,No,2,space-y-3
Register.jsx,src/pages/auth/Register.jsx,355,Wrapper HTML (<button>),No,1,pt-2
Register.jsx,src/pages/auth/Register.jsx,376,Contenidor Mixt,No,2,flex flex-col gap-6 animate-fade-in-right flex-1
Register.jsx,src/pages/auth/Register.jsx,377,Contenidor Mixt,No,2,space-y-3
Register.jsx,src/pages/auth/Register.jsx,386,Contenidor Mixt,No,2,flex items-center gap-4
Register.jsx,src/pages/auth/Register.jsx,387,Wrapper de Component (<MapPin>),No,1,w-12 h-12 bg-theme-base shadow-sm border border-[var(--border-master)] rounded-2xl flex items-center justify-center shrink-0
Register.jsx,src/pages/auth/Register.jsx,390,Wrapper HTML (<span>),No,1,flex flex-col items-start
Register.jsx,src/pages/auth/Register.jsx,396,Wrapper de Component (<ChevronRight>),No,1,bg-[var(--hover-overlay)] p-3 rounded-2xl text-gray-400
Register.jsx,src/pages/auth/Register.jsx,402,Contenidor Mixt,No,2,pt-4 flex gap-3
Register.jsx,src/pages/auth/Register.jsx,426,Contenidor Mixt,No,2,space-y-3
Register.jsx,src/pages/auth/Register.jsx,428,Contenidor Mixt,No,2,relative flex items-center
Register.jsx,src/pages/auth/Register.jsx,429,Contenidor de Text Pura,No,1,absolute left-5 font-bold text-gray-400 select-none text-xl
Register.jsx,src/pages/auth/Register.jsx,455,Contenidor Mixt,No,2,pt-4 flex gap-3
Register.jsx,src/pages/auth/Register.jsx,492,Contenidor Mixt,No,2,space-y-4
Register.jsx,src/pages/auth/Register.jsx,493,Contenidor Mixt,No,2,text-center space-y-1 mb-4
Register.jsx,src/pages/auth/Register.jsx,513,Contenidor Mixt,No,2,mt-auto pt-6 space-y-4
Register.jsx,src/pages/auth/Register.jsx,529,Contenidor Mixt,No,2,text-center pt-4 pb-2 space-y-4
Register.jsx,src/pages/auth/Register.jsx,542,Wrapper HTML (<button>),SÍ: Wrapper inútil sense estils,1,
Register.jsx,src/pages/auth/Register.jsx,554,Contenidor Mixt,No,3,text-center py-12 space-y-6 animate-in-up flex-1 flex flex-col items-center justify-center
Register.jsx,src/pages/auth/Register.jsx,555,Wrapper de Component (<CheckCircle2>),No,1,w-32 h-32 bg-green-500/20 rounded-full flex items-center justify-center mx-auto mb-6 shadow-inner animate-pulse-soft
Register.jsx,src/pages/auth/Register.jsx,566,Contenidor Mixt,No,3,mt-8
Register.jsx,src/pages/auth/Register.jsx,567,Contenidor Mixt,No,3,text-center text-xs text-gray-400 mb-6 font-medium leading-relaxed px-4
Register.jsx,src/pages/auth/Register.jsx,573,Contenidor Mixt,No,3,text-center text-lg bg-theme-panel rounded-2xl p-4 border border-[var(--border-master)]
Register.jsx,src/pages/auth/Register.jsx,580,Wrapper d'Expressió {},No,1,text-center mt-6 text-gray-300 font-bold text-[10px] uppercase tracking-widest
AgentDirectory.jsx,src/pages/community/AgentDirectory.jsx,30,Contenidor Mixt,No,3,search-discover-page min-h-screen bg-theme-base overflow-y-auto
AgentDirectory.jsx,src/pages/community/AgentDirectory.jsx,43,Wrapper de Component (<UniversalGridWrapper>),No,1,flex-1 w-full pt-4 pb-32 pb-safe animate-in fade-in slide-in-from-bottom-4 duration-500
AgentDirectory.jsx,src/pages/community/AgentDirectory.jsx,46,Contenidor de Text Pura,No,1,flex flex-col items-center justify-center py-12 text-center text-theme-muted font-bold text-lg
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,64,Contenidor Mixt,No,5,directory-page bg-theme-base min-h-screen
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,71,Contenidor Mixt,No,3,h-16 flex items-center px-4 bg-theme-base border-b border-theme-border sticky top-0 z-30 gap-4
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,76,Contenidor Mixt,No,2,flex-1 border-l border-theme-border/50 pl-4
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,82,Wrapper HTML (<div>),No,1,px-4 py-4 bg-theme-base border-b border-theme-border
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,83,Contenidor Mixt,No,2,flex gap-2
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,103,Wrapper de Component (<UniversalGridWrapper>),No,1,flex-1 w-full pt-6
CommunityDirectory.jsx,src/pages/community/CommunityDirectory.jsx,106,Contenidor Mixt,No,2,flex flex-col items-center justify-center p-12 opacity-50 bg-theme-panel/30 rounded-2xl border border-white/5 mx-auto max-w-sm mt-8
Map.jsx,src/pages/community/Map.jsx,45,Contenidor d'Icones Múltiples/Mixt,No,2,flex flex-row items-center animate-bounce-slow hover:scale-110 transition-transform cursor-pointer relative -top-[40px] -left-[20px] pointer-events-auto w-max
Map.jsx,src/pages/community/Map.jsx,71,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
Map.jsx,src/pages/community/Map.jsx,80,Contenidor d'Icona (<Icon>),No,1,[Expressió Dinàmica]
Map.jsx,src/pages/community/Map.jsx,85,Contenidor d'Icona (<Icon>),No,1,[Expressió Dinàmica]
Map.jsx,src/pages/community/Map.jsx,132,Contenidor Mixt,No,4,absolute bottom-6 right-6 flex flex-col gap-3 z-[10]
Map.jsx,src/pages/community/Map.jsx,135,Contenidor Mixt,No,3,flex flex-col gap-2 mb-2 bg-theme-panel rounded-[24px] p-2 shadow-[0_10px_40px_rgba(0;0;0;0.6)]
Map.jsx,src/pages/community/Map.jsx,144,BUIT (Possible Basura),No,0,h-[1px] w-full bg-border-master opacity-30
Map.jsx,src/pages/community/Map.jsx,281,Wrapper de Component (<ContextualHeader>),No,1,flex flex-col w-full
Map.jsx,src/pages/community/Map.jsx,293,Wrapper HTML (<div>),No,1,map-content-area w-full max-w-[1600px] mx-auto p-0 md:p-8
Map.jsx,src/pages/community/Map.jsx,294,Contenidor Mixt,No,8,[Expressió Dinàmica]
Map.jsx,src/pages/community/Map.jsx,298,Wrapper d'Expressió {},No,1,absolute inset-0 z-0 map-container-custom
Map.jsx,src/pages/community/Map.jsx,351,Contenidor Mixt,No,2,text-center min-w-[140px] p-3 cursor-pointer bg-theme-panel rounded-[20px] transition-transform active:scale-95 shadow-xl border border-border-master
Map.jsx,src/pages/community/Map.jsx,367,Contenidor d'Icones Múltiples/Mixt,No,5,w-full h-full flex flex-col items-center justify-center bg-theme-panel p-8 text-center decoration-none relative overflow-hidden
Map.jsx,src/pages/community/Map.jsx,368,BUIT (Possible Basura),No,0,absolute inset-0 bg-[radial-gradient(circle_at_center;rgba(249;115;22;0.05)_0%;transparent_70%)]
Map.jsx,src/pages/community/Map.jsx,374,Contenidor Mixt,No,2,bg-theme-base p-5 rounded-[24px] shadow-[0_10px_40px_rgba(0;0;0;0.8)] border border-border-master w-full max-w-sm z-10 group transition-all
Map.jsx,src/pages/community/Map.jsx,385,Contenidor de Text Pura,No,1,absolute top-6 left-1/2 transform -translate-x-1/2 bg-[#F97316] text-white font-black px-6 py-3 rounded-[20px] shadow-[0_10px_40px_rgba(249;115;22;0.4)] z-[20] animate-pulse tracking-wide text-sm whitespace-nowrap border-none
Map.jsx,src/pages/community/Map.jsx,391,Contenidor Mixt,No,2,absolute top-6 left-6 flex gap-2 overflow-x-auto max-w-[calc(100%-80px)] pr-6 no-scrollbar z-[10] p-1 items-center
Map.jsx,src/pages/community/Map.jsx,417,Contenidor Mixt,No,2,fixed inset-0 z-[100] flex flex-col justify-end pointer-events-none p-4 md:p-8
Map.jsx,src/pages/community/Map.jsx,418,BUIT (Possible Basura),No,0,absolute inset-0 bg-black/40 backdrop-blur-sm pointer-events-auto
Map.jsx,src/pages/community/Map.jsx,419,Contenidor Mixt,No,3,relative bg-theme-panel w-full max-w-md mx-auto rounded-[32px] p-6 shadow-[0_20px_60px_rgba(0;0;0;0.6)] pointer-events-auto flex flex-col animate-slide-up-custom border border-border-master max-h-[80vh]
Map.jsx,src/pages/community/Map.jsx,420,Contenidor Mixt,No,2,flex justify-between items-center mb-6
Map.jsx,src/pages/community/Map.jsx,429,Contenidor Mixt,No,2,flex-1 overflow-y-auto custom-scrollbar pb-4 space-y-2 pr-2
Map.jsx,src/pages/community/Map.jsx,430,Contenidor Mixt,No,2,flex gap-2 mb-4
Map.jsx,src/pages/community/Map.jsx,457,Contenidor Mixt,No,2,flex items-center gap-3
Map.jsx,src/pages/community/Map.jsx,458,Contenidor d'Icona (<Icon>),No,1,[Expressió Dinàmica]
Map.jsx,src/pages/community/Map.jsx,465,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
Map.jsx,src/pages/community/Map.jsx,472,Wrapper HTML (<button>),No,1,pt-4 border-t border-border-master
Map.jsx,src/pages/community/Map.jsx,487,Contenidor Mixt,No,2,unified-feed-container w-full max-w-[1600px] mx-auto mt-6 px-4 md:px-8 bg-transparent
Map.jsx,src/pages/community/Map.jsx,488,Contenidor Mixt,No,2,py-4 flex items-center justify-between mb-2
Map.jsx,src/pages/community/Map.jsx,499,Wrapper HTML (<span>),No,1,flex justify-center p-12
Map.jsx,src/pages/community/Map.jsx,503,Wrapper de Component (<Feed>),No,1,bg-transparent pb-24
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,253,Contenidor Mixt,No,4,flex-1 flex flex-col w-full h-full min-h-0
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,270,Wrapper de Component (<FullCalendar>),No,1,flex-1 min-h-[600px] relative w-full mb-8 pt-2 max-w-[1500px] mx-auto px-0 md:px-8
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,301,Contenidor Mixt,No,2,[Expressió Dinàmica]
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,330,Contenidor Mixt,No,6,unified-feed-container w-full max-w-[1600px] mx-auto mt-6 px-4 md:px-8 bg-transparent relative
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,331,Contenidor Mixt,No,2,py-4 flex items-center justify-between mb-2
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,342,Contenidor Mixt,No,2,flex gap-2 overflow-x-auto w-full no-scrollbar z-[10] pb-4 mb-2 items-center
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,368,Contenidor Mixt,No,2,fixed inset-0 z-[100] flex flex-col justify-end pointer-events-none p-4 md:p-8
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,369,BUIT (Possible Basura),No,0,absolute inset-0 bg-black/40 backdrop-blur-sm pointer-events-auto
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,370,Contenidor Mixt,No,3,relative bg-theme-panel w-full max-w-md mx-auto rounded-[32px] p-6 shadow-[0_20px_60px_rgba(0;0;0;0.6)] pointer-events-auto flex flex-col animate-slide-up-custom border border-border-master max-h-[80vh]
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,371,Contenidor Mixt,No,2,flex justify-between items-center mb-6
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,380,Contenidor Mixt,No,2,flex-1 overflow-y-auto custom-scrollbar pb-4 space-y-2 pr-2
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,381,Contenidor Mixt,No,2,flex gap-2 mb-4
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,408,Contenidor Mixt,No,2,flex items-center gap-3
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,409,Contenidor d'Icona (<Icon>),No,1,[Expressió Dinàmica]
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,416,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,423,Wrapper HTML (<button>),No,1,pt-4 border-t border-border-master
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,436,Wrapper HTML (<span>),No,1,flex justify-center p-12
MasterCalendar.jsx,src/pages/community/MasterCalendar.jsx,440,Wrapper de Component (<Feed>),No,1,bg-transparent pb-24
ProfileView.jsx,src/pages/community/ProfileView.jsx,429,Contenidor Mixt,No,2,[Expressió Dinàmica]
ProfileView.jsx,src/pages/community/ProfileView.jsx,436,Contenidor Mixt,No,4,[Expressió Dinàmica]
ProfileView.jsx,src/pages/community/ProfileView.jsx,439,Wrapper HTML (<p>),No,1,[Expressió Dinàmica]
ProfileView.jsx,src/pages/community/ProfileView.jsx,479,Contenidor Mixt,No,7,flex flex-col w-full h-screen bg-theme-base overflow-hidden
ProfileView.jsx,src/pages/community/ProfileView.jsx,487,Wrapper d'Expressió {},No,1,flex-1 w-full relative z-10 p-0 m-0 overflow-y-auto
Towns.jsx,src/pages/community/Towns.jsx,55,Contenidor d'Icona (<MapIcon>),No,1,flex items-center justify-center w-full h-full
Towns.jsx,src/pages/community/Towns.jsx,209,Wrapper de Component (<StatusLoader>),No,1,towns-container
Towns.jsx,src/pages/community/Towns.jsx,217,Wrapper de Component (<StatusLoader>),No,1,towns-container
Towns.jsx,src/pages/community/Towns.jsx,224,Contenidor Mixt,No,7,flex-1 flex flex-col w-full min-h-0 towns-page-container
Towns.jsx,src/pages/community/Towns.jsx,254,Wrapper de Component (<ContextualHeader>),No,1,flex-none w-full z-50 shadow-md bg-theme-base
Towns.jsx,src/pages/community/Towns.jsx,273,Contenidor Mixt,No,2,flex-none w-full bg-[#FF6D23]/10 dark:bg-[#FF6D23]/15 border-b border-[#FF6D23]/20 px-3 py-2 flex items-center justify-between gap-3 shadow-inner z-40
Towns.jsx,src/pages/community/Towns.jsx,274,Contenidor Mixt,No,2,flex items-center gap-2 flex-1 min-w-0 md:max-w-4xl mx-auto
Towns.jsx,src/pages/community/Towns.jsx,292,Contenidor Mixt,No,3,flex-1 overflow-y-scroll custom-scrollbar towns-content-area
Towns.jsx,src/pages/community/Towns.jsx,335,Wrapper HTML (<a>),No,1,mt-3 mb-1 w-full flex justify-center
Towns.jsx,src/pages/community/Towns.jsx,353,Contenidor Mixt,No,2,col-span-full py-20 text-center opacity-50 font-black uppercase tracking-widest
Towns.jsx,src/pages/community/Towns.jsx,368,Contenidor Mixt,No,2,events-container
Towns.jsx,src/pages/community/Towns.jsx,369,Contenidor Mixt,No,3,calendar-widget-wrapper mb-6 bg-theme-panel p-4 md:p-6 rounded-[28px] border border-white/5 shadow-sm
Towns.jsx,src/pages/community/Towns.jsx,370,Contenidor Mixt,No,3,flex items-center justify-between mb-6 px-2
Towns.jsx,src/pages/community/Towns.jsx,376,Wrapper d'Expressió {},No,1,grid grid-cols-7 gap-1 md:gap-2 text-center mb-3
Towns.jsx,src/pages/community/Towns.jsx,378,Wrapper d'Expressió {},No,1,text-[12px] md:text-[14px] font-black opacity-50 mb-2
Towns.jsx,src/pages/community/Towns.jsx,382,Contenidor Mixt,No,4,grid grid-cols-7 gap-1 md:gap-2 text-center
Towns.jsx,src/pages/community/Towns.jsx,384,BUIT (Possible Basura),No,0,p-2 md:p-3
Towns.jsx,src/pages/community/Towns.jsx,401,BUIT (Possible Basura),No,0,absolute bottom-1 w-1.5 h-1.5 rounded-full bg-[var(--theme-accent-primary)]
Towns.jsx,src/pages/community/Towns.jsx,409,Contenidor Mixt,No,2,empty-state-full py-10 text-center opacity-50
Towns.jsx,src/pages/community/Towns.jsx,432,Wrapper d'Expressió {},No,1,event-description text-sm opacity-90
Towns.jsx,src/pages/community/Towns.jsx,438,Wrapper d'Expressió {},No,1,event-tags flex gap-2 flex-wrap mt-2
Towns.jsx,src/pages/community/Towns.jsx,464,Contenidor Mixt,No,2,rhizome-essences animate-in
Towns.jsx,src/pages/community/Towns.jsx,484,Contenidor Mixt,No,2,px-4 py-3 flex justify-between items-center bg-black/20
Towns.jsx,src/pages/community/Towns.jsx,506,Contenidor Mixt,No,2,specs-box mt-2 p-3 bg-white/5 border border-white/10 rounded flex justify-between
Towns.jsx,src/pages/community/Towns.jsx,507,Contenidor Mixt,No,2,spec text-xs
Towns.jsx,src/pages/community/Towns.jsx,510,Contenidor Mixt,No,2,spec text-xs
Towns.jsx,src/pages/community/Towns.jsx,524,Contenidor Mixt,No,2,px-4 py-3 flex justify-between items-center bg-black/20
Towns.jsx,src/pages/community/Towns.jsx,543,Wrapper d'Expressió {},No,1,stops-list flex flex-wrap gap-2 mt-2
UsersDirectory.jsx,src/pages/community/UsersDirectory.jsx,69,Contenidor Mixt,No,5,directory-page bg-theme-base min-h-screen pb-20
UsersDirectory.jsx,src/pages/community/UsersDirectory.jsx,76,Contenidor Mixt,No,2,h-16 flex items-center px-4 bg-theme-base border-b border-[var(--border-master)] sticky top-0 z-30
UsersDirectory.jsx,src/pages/community/UsersDirectory.jsx,80,Contenidor Mixt,No,2,flex-1
UsersDirectory.jsx,src/pages/community/UsersDirectory.jsx,86,Wrapper HTML (<div>),No,1,px-4 py-4 bg-theme-base border-b border-theme-border
UsersDirectory.jsx,src/pages/community/UsersDirectory.jsx,87,Contenidor Mixt,No,2,flex items-center gap-2 p-3 bg-surface-var border border-theme-border/50 rounded-2xl
